,company_id,report_key,total_cnt,view_cnt,comment_cnt,positive_cnt,negative_cnt,news_cnt,mblog_cnt,blog_cnt,twitter_cnt,qq_cnt,weichat_cnt,video_cnt,finance_cnt,govt_cnt,company_cnt,headline_cnt,cluster
144,002241,201703,4,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,5
145,002241,201704,2,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,5
146,002241,201705,5,0,0,5,0,4,0,1,0,0,0,0,0,0,0,0,5
147,002241,201706,3,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,5
148,002241,201707,12,0,0,11,1,8,0,2,0,0,0,0,0,0,0,0,5
149,002241,201708,6,0,0,6,0,6,0,0,0,0,0,0,1,0,0,0,5
150,002241,201709,13,28,0,11,2,10,3,0,0,0,0,0,0,0,0,0,5
151,002241,201710,14,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,5
152,002241,201711,13,0,0,12,1,13,0,0,0,0,0,0,0,0,0,0,5
153,002241,201712,15,17526,0,14,1,11,4,0,0,0,0,0,2,0,0,0,5
154,002241,201801,18,0,2,14,4,15,1,2,0,0,0,0,0,0,0,0,5
155,002241,201802,23,0,4,18,3,13,10,0,0,0,0,0,0,0,0,0,5
156,002241,201803,139,0,38,128,4,93,46,0,0,0,0,0,0,0,0,0,5
157,002241,201804,133,1047,20,100,18,66,64,0,0,0,2,0,10,0,0,2,5
158,002241,201805,3506,3483953,11164,2972,372,1992,312,25,0,0,328,0,1686,4,7,328,1
159,002241,201806,1781,1551816,4810,1508,191,1009,196,9,0,0,63,0,874,0,4,63,9
160,002241,201807,1918,6473920,120912,1636,177,870,239,7,0,0,249,0,712,2,1,248,1
161,002241,201808,2701,22535970,648754,2269,327,1552,331,17,0,0,201,0,1123,0,1,198,4
162,002330,201610,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
163,002330,201805,46,22,22,45,1,28,1,0,0,0,8,0,0,0,1,8,5
164,002330,201806,17,13,13,16,1,5,1,0,0,0,7,0,2,0,0,7,5
165,002330,201807,106,62654,352,106,0,73,9,0,0,0,21,0,3,0,1,21,5
166,002330,201808,79,2542,660,68,4,21,0,0,0,0,28,0,1,0,0,28,5
167,002470,201803,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
168,002470,201805,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5
169,002470,201808,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
170,002726,201407,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
171,002726,201609,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
172,002726,201612,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
173,002726,201802,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
174,002726,201803,4,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,5
175,002726,201805,48,4115,3,48,0,21,0,0,0,0,24,0,4,0,0,24,5
176,002726,201806,56,9641,8,56,0,38,2,0,0,0,3,0,21,0,2,3,5
177,002726,201807,68,7113,27,68,0,43,6,1,0,0,15,0,0,1,0,15,5
178,002726,201808,91,9325,6,91,0,61,4,1,0,0,12,0,23,0,1,12,5
179,300168,201303,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
180,300168,201309,2,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,5
181,300168,201505,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,5
182,300168,201509,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,5
183,300168,201512,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
184,300168,201604,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
185,300168,201605,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,5
186,300168,201606,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,5
187,300168,201608,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
188,300168,201609,3,0,3,3,0,2,0,0,1,0,0,0,0,0,0,0,5
189,300168,201610,2,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,5
190,300168,201611,2,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,5
191,300168,201612,2,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,5
192,300168,201701,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,5
193,300168,201704,5,0,0,5,0,5,0,0,0,0,0,0,1,0,0,0,5
194,300168,201705,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,5
195,300168,201706,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,5
196,300168,201707,4,0,5,2,2,3,0,0,1,0,0,0,0,0,0,0,5
197,300168,201708,9,175,0,9,0,8,1,0,0,0,0,0,0,0,0,0,5
198,300168,201710,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
199,300168,201712,3,0,0,3,0,2,0,0,0,0,1,0,0,0,0,1,5
200,300168,201801,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
201,300168,201802,7,0,1,3,4,7,0,0,0,0,0,0,0,0,0,0,5
202,300168,201803,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,5
203,300168,201804,5,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,5
204,300168,201805,256,12362,195,229,25,128,3,0,0,0,86,0,48,0,3,86,5
205,300168,201806,340,1618,21027,326,11,273,8,0,0,0,34,0,76,1,4,34,5
206,300168,201807,252,16946116,241148,233,14,130,16,0,0,0,51,0,31,4,0,51,2
207,300168,201808,638,28738861,360625,562,71,378,85,3,0,0,91,0,59,0,3,91,6
208,600022,200006,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
209,600022,200905,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
210,600022,200906,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
211,600022,200908,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5
212,600022,200909,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
213,600022,200911,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
214,600022,201002,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5
215,600022,201005,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
216,600022,201107,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5
217,600022,201202,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
218,600022,201207,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
219,600022,201302,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
220,600022,201310,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
221,600022,201403,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
222,600022,201404,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
223,600022,201405,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
224,600022,201411,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
225,600022,201412,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
226,600022,201502,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
227,600022,201503,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,5
228,600022,201504,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,5
229,600022,201505,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,5
230,600022,201506,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
231,600022,201510,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
232,600022,201512,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
233,600022,201601,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,5
234,600022,201605,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
235,600022,201606,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
236,600022,201607,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
237,600022,201608,6,0,0,6,0,5,1,0,0,0,0,0,0,0,0,0,5
238,600022,201609,7,0,1,6,1,7,0,0,0,0,0,0,1,0,0,0,5
239,600022,201610,5,0,1,3,2,5,0,0,0,0,0,0,0,0,0,0,5
240,600022,201611,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,5
241,600022,201612,4,0,0,4,0,4,0,0,0,0,0,0,2,0,0,0,5
242,600022,201701,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,5
243,600022,201702,3,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,5
244,600022,201703,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5
245,600022,201704,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
246,600022,201705,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5
247,600022,201706,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5
248,600022,201707,17,0,0,15,2,12,3,0,0,0,0,0,0,0,0,0,5
249,600022,201708,13,0,0,12,1,7,6,0,0,0,0,0,2,0,0,0,5
250,600022,201709,8,0,0,8,0,7,1,0,0,0,0,0,0,0,0,0,5
251,600022,201710,9,0,0,9,0,9,0,0,0,0,0,0,0,1,0,0,5
252,600022,201711,12,0,0,11,1,4,7,0,0,0,0,0,2,0,1,0,5
253,600022,201712,14,0,3,11,2,7,7,0,0,0,0,0,1,0,0,0,5
254,600022,201801,106,4253,122,92,6,41,52,0,4,0,7,0,3,0,1,7,5
255,600022,201802,4291,8133700,30360,2846,804,928,470,9,8,0,963,0,2042,9,9,963,3
